hour_of_year,PALOVRDE_ASR-APND LMP,SMD4_ASR-APND LMP,SMD5_ASR-APND LMP,SMD6_ASR-APND LMP,SMD7_ASR-APND LMP,SMD8_ASR-APND LMP,SMD9_ASR-APND LMP,SMDA_ASR-APND LMP,SMDB_ASR-APND LMP,SMDC_ASR-APND LMP,SMDG_ASR-APND LMP,SMDH_ASR-APND LMP,SUMMIT_ASR-APND LMP,PALOVRDE_ASR-APND (Congestion),SMD4_ASR-APND (Congestion),SMD5_ASR-APND (Congestion),SMD6_ASR-APND (Congestion),SMD7_ASR-APND (Congestion),SMD8_ASR-APND (Congestion),SMD9_ASR-APND (Congestion),SMDA_ASR-APND (Congestion),SMDB_ASR-APND (Congestion),SMDC_ASR-APND (Congestion),SMDG_ASR-APND (Congestion),SMDH_ASR-APND (Congestion),SUMMIT_ASR-APND (Congestion),PALOVRDE_ASR-APND (Energy),SMD4_ASR-APND (Energy),SMD5_ASR-APND (Energy),SMD6_ASR-APND (Energy),SMD7_ASR-APND (Energy),SMD8_ASR-APND (Energy),SMD9_ASR-APND (Energy),SMDA_ASR-APND (Energy),SMDB_ASR-APND (Energy),SMDC_ASR-APND (Energy),SMDG_ASR-APND (Energy),SMDH_ASR-APND (Energy),SUMMIT_ASR-APND (Energy),PALOVRDE_ASR-APND (Loss),SMD4_ASR-APND (Loss),SMD5_ASR-APND (Loss),SMD6_ASR-APND (Loss),SMD7_ASR-APND (Loss),SMD8_ASR-APND (Loss),SMD9_ASR-APND (Loss),SMDA_ASR-APND (Loss),SMDB_ASR-APND (Loss),SMDC_ASR-APND (Loss),SMDG_ASR-APND (Loss),SMDH_ASR-APND (Loss),SUMMIT_ASR-APND (Loss)
4336,70.0179,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,49.73529,52.28964,9.43195,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-11.86163,-7.28532,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,59.46793,1.11802,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,2.12899,0.10704
4337,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18908,70.18668,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,70.18788,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,80.89787,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,62.08001,54.73566,13.05366,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-16.99597,-10.52925,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,75.89589,1.53832,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,3.18009,-1.04098
4339,60.91073,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,76.3804,59.01007,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,72.47972,1.5898,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,3.89947,-0.30846
4340,55.41179,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,70.22977,53.69577,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,65.5361,1.65569,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,4.69247,-0.05913
4341,79.113,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,94.55141,73.13043,-0.0008,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,89.56157,2.71223,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,4.98865,-3.26994
4342,101.60412,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,101.62925,-49.30622,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-142.28923,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,97.48489,5.04979,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,4.14316,-3.57251
4343,59.0975,81.856,81.856,81.856,81.856,81.856,81.856,81.856,81.856,81.856,81.856,81.856,70.60216,-18.95698,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-6.45353,-0.06045,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,84.88031,3.92255,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,3.42921,-3.46932
4344,54.6676,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,86.86803,68.46062,-19.66045,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,83.85634,3.3317,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,3.01049,-2.53453
4345,74.8306,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,85.23711,-92.23106,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-159.7447,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,82.22638,4.05542,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,3.00953,-3.26274
4346,52.84808,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,61.62928,56.68664,0.23219,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,5.27772,8.70231,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,54.65714,2.62706,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,1.69441,-2.0045
4347,44.04562,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,57.82138,41.68611,2.73676,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,5.87902,3.01306,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,49.10872,1.79014,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,2.83364,-0.84567
4348,44.04204,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,45.83321,94.9287,-2.34183,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,50.1819,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,43.9298,2.49295,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,1.90221,0.85587
4349,44.53399,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,43.64147,42.62202,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,41.90131,2.63148,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,1.73895,0.7207
4350,44.74325,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,44.26155,42.79411,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,42.25326,2.48879,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,2.00709,0.54084
4351,44.32116,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,44.33377,42.9998,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,42.04126,2.2787,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,2.29131,0.95854
4352,47.09865,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,47.68178,45.77418,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,44.85466,2.24279,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,2.82592,0.91952
4353,45.23019,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,45.66305,44.232,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,43.15858,2.07161,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,2.50327,1.07462
4354,34.58139,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.59849,35.53906,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,33.45602,1.12416,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.14126,2.08424
4355,30.09243,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,-9.75624,32.20935,0.0012,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-41.3784,-0.0012,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,29.72559,0.36564,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,1.89657,2.48496
4356,19.41312,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,19.90027,21.05162,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,19.17794,0.23399,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,0.72114,1.87368
4357,24.66598,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,25.00101,26.69435,0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,24.18942,0.47416,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,0.81039,2.50373
4358,31.45313,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,27.56078,29.01882,3.97799,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,26.80108,0.67406,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,0.7585,2.21655
4359,34.50544,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,29.92099,31.7397,4.3958,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,29.23851,0.87113,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,0.68129,2.49999
4360,38.90619,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,31.51634,33.0753,7.04526,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,30.93053,0.93041,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,0.58461,2.14357
4361,33.70859,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,30.65412,31.68829,2.9599,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,30.14941,0.59928,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,0.50352,1.53768
4362,44.78074,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,44.65387,46.26122,0.0024,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,44.00383,0.77451,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,0.65124,2.2574
4363,52.30409,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,52.72532,53.82581,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,51.66736,0.63552,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,1.05916,2.15965
4364,44.45673,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.11121,45.13054,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,43.63088,0.82465,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.47913,1.50086
4365,52.53291,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,51.53699,50.98733,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,50.42878,2.10293,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,1.10941,0.55975
4366,56.44297,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,64.49639,54.02612,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,62.78363,2.97293,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,1.71396,0.55609
4367,87.18489,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,92.70434,78.19298,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,90.98593,5.81016,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,1.71961,-3.18175
4368,65.43965,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,54.12992,52.21165,4.08035,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-4.91572,-2.97212,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,57.55499,3.80431,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,1.49064,-2.37122
4369,43.59692,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,51.51856,38.26849,0.20427,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.24253,-0.146,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,50.55291,2.81973,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,1.20819,-2.15841
4370,41.79561,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,33.45785,31.98747,3.29729,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-3.85219,-2.30174,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,36.50692,2.6759,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,0.80313,-1.5332
4371,38.93389,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.92156,36.15145,0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,36.21301,2.71969,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,0.70975,-0.06156
4372,31.97248,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,30.16216,29.017,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,29.48283,2.48845,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,0.67813,-0.46583
4373,32.17187,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,29.76141,28.98617,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,29.43058,2.7401,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,0.32964,-0.4444
4374,37.41514,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,40.0349,35.21088,3.96055,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,8.2271,4.33481,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,30.95345,2.50114,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,0.85435,-0.07738
4375,38.48761,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,45.1615,36.86491,7.49067,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,15.42444,8.12537,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,28.82891,2.16802,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,0.90815,-0.08937
4376,37.5044,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,44.22599,36.19334,7.33498,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,15.03853,7.95126,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,28.13516,2.03426,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,1.0523,0.10692
4377,33.94011,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,39.35502,32.70092,5.9298,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,11.95559,6.36595,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,26.21699,1.79332,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,1.18244,0.11798
4378,-21.38218,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00124,-20.3388,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04338,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00004
4379,-0.00781,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00845,-0.00816,0.0012,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.0012,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00884,-0.00017,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00052
4380,33.26502,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-3.6188,-0.00931,32.6288,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,-3.6089,0.0012,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,-0.00964,0.64586,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00027,-0.00088
4381,32.9285,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.19127,1.24559,31.38668,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,1.15459,0.38724,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.03548,0.0898
4382,45.01642,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,4.6609,8.02596,37.0449,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,-3.00329,0.0012,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,7.46412,0.5074,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.20007,0.56065
4383,33.46501,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,0.69594,5.81287,27.63765,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,-4.84868,0.0012,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,5.45997,0.36738,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.08465,0.3517
4384,36.48956,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,-0.47929,6.39959,30.52718,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,-6.52122,0.0012,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,5.96968,-0.0073,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.07225,0.42871
